Student ID,student_name,gender,grade,school_name,reading_score,math_score
25084,Robert Dudley,M,9th,Wright High School,82,99
25858,Randall Ray,M,10th,Wright High School,82,99
31576,Christopher Fields,M,10th,Johnson High School,82,99
38574,Katherine Porter,F,9th,Thomas High School,82,99
1801,Christopher Graves,M,9th,Huang High School,81,99
3284,Darrell Tran,M,11th,Figueroa High School,81,99
6650,Zachary Frye,M,9th,Shelton High School,81,99
8823,Christina Pruitt,F,9th,Hernandez High School,81,99
12352,Sandra Brown,F,9th,Griffin High School,81,99
12537,William Booth,M,11th,Griffin High School,81,99
14069,John Reynolds,M,11th,Wilson High School,81,99
15749,Tammy Nichols,F,12th,Wilson High School,81,99
18439,Derek Bolton,M,12th,Bailey High School,81,99
23462,Brian Banks,M,11th,Pena High School,81,99
23831,Christine Harris,F,11th,Pena High School,81,99
25221,Larry Hooper,M,9th,Wright High School,81,99
32994,Melody Simmons,F,11th,Johnson High School,81,99
33130,Michael Whitaker,M,12th,Johnson High School,81,99
35022,Matthew Smith,M,9th,Ford High School,81,99
37737,Patricia Yang,F,9th,Thomas High School,81,99
278,Todd Carrillo,M,10th,Huang High School,80,99
705,Angela Simmons,F,11th,Huang High School,80,99
3038,Heather Smith,F,12th,Figueroa High School,80,99
3272,David Flowers,M,10th,Figueroa High School,80,99
3713,Amy Castillo,F,9th,Figueroa High School,80,99
4008,Ashley Reese,F,11th,Figueroa High School,80,99
4073,Dennis Perry,M,9th,Figueroa High School,80,99
4988,Eric Johnson,M,12th,Figueroa High School,80,99
6084,Hannah Young,F,10th,Shelton High School,80,99
11857,Jason Martinez,M,9th,Hernandez High School,80,99
12181,Tina Mcgee,F,12th,Hernandez High School,80,99
12521,Gabriel Klein,M,11th,Griffin High School,80,99
13038,Mrs. Christina Horne,F,11th,Griffin High School,80,99
13561,Cindy Hall,F,10th,Griffin High School,80,99
13968,Jonathan Holmes,M,9th,Wilson High School,80,99
15276,Kevin Hall,M,9th,Wilson High School,80,99
15534,Charles Herrera,M,10th,Wilson High School,80,99
17028,Robert Gordon,M,9th,Cabrera High School,80,99
18509,Angela Herrera,F,11th,Bailey High School,80,99
18720,Allen Diaz,M,10th,Bailey High School,80,99
18724,Sarah Anthony,F,10th,Bailey High School,80,99
20419,Melissa Cox,F,11th,Bailey High School,80,99
21956,Raymond Aguilar,M,12th,Bailey High School,80,99
23070,Alyssa Holland,F,9th,Holden High School,80,99
24293,Deanna Livingston,F,10th,Wright High School,80,99
25344,Lindsay Green,F,9th,Wright High School,80,99
25609,Vincent Perez,M,12th,Wright High School,80,99
28381,William Valdez,M,11th,Rodriguez High School,80,99
29436,Linda Schmidt,F,9th,Rodriguez High School,80,99
30248,Joshua Morgan,M,9th,Johnson High School,80,99
31485,David Blackburn,M,9th,Johnson High School,80,99
32450,Brittany Anderson,F,12th,Johnson High School,80,99
33056,Shawn Black,M,11th,Johnson High School,80,99
34926,Jason Kirby,M,9th,Ford High School,80,99
35203,Stephanie Sanchez,F,11th,Ford High School,80,99
35858,Maria Allen,F,10th,Ford High School,80,99
36504,Raymond Sims,M,11th,Ford High School,80,99
37383,Natalie Moore,F,11th,Ford High School,80,99
38127,Michael Franco,M,9th,Thomas High School,80,99
2484,David Mitchell,M,12th,Huang High School,79,99
6952,Sandra Woodward,F,11th,Shelton High School,79,99
8777,Daniel Morales,M,9th,Hernandez High School,79,99
12812,James Brooks,M,9th,Griffin High School,79,99
13087,Melvin Nunez,M,10th,Griffin High School,79,99
13330,Dana Park,F,10th,Griffin High School,79,99
13887,Megan Pearson,F,11th,Wilson High School,79,99
14914,Mitchell Morales,M,9th,Wilson High School,79,99
15396,Brittany Benitez,F,10th,Wilson High School,79,99
17707,Katherine Alexander,F,11th,Cabrera High School,79,99
20630,Katelyn Walker,F,11th,Bailey High School,79,99
23030,Mr. Sean Coleman PhD,M,9th,Holden High School,79,99
23374,Ethan Flynn,M,11th,Pena High School,79,99
23961,Joshua Ramirez,M,10th,Pena High School,79,99
24213,Catherine Davis,F,11th,Pena High School,79,99
25659,Joyce Morris,F,9th,Wright High School,79,99
30770,Samantha Park,F,11th,Johnson High School,79,99
31111,Terry Gardner,M,9th,Johnson High School,79,99
31531,Kelly Simmons,M,10th,Johnson High School,79,99
33346,Linda Carpenter,F,10th,Johnson High School,79,99
33686,Crystal Green,F,12th,Johnson High School,79,99
33992,Jack Blanchard,M,12th,Johnson High School,79,99
34029,Madison Russell,F,12th,Johnson High School,79,99
34423,Jillian Marquez,F,12th,Johnson High School,79,99
34532,Tina Butler,F,11th,Johnson High School,79,99
35299,Rebecca Hendricks,F,10th,Ford High School,79,99
37425,Joel Anderson,M,9th,Ford High School,79,99
38167,Michelle Morris,F,12th,Thomas High School,79,99
150,Jamie Moreno,F,9th,Huang High School,78,99
270,John Turner,M,11th,Huang High School,78,99
726,Elizabeth Martinez,F,9th,Huang High School,78,99
808,Gabrielle Webb,F,12th,Huang High School,78,99
1757,Eric Robbins,M,12th,Huang High School,78,99
2733,John Calhoun,M,10th,Huang High School,78,99
4726,Nicholas Diaz,M,9th,Figueroa High School,78,99
5957,Michael Drake MD,M,10th,Shelton High School,78,99
6297,Marilyn Goodman,F,12th,Shelton High School,78,99
7558,Matthew Fletcher,M,9th,Shelton High School,78,99
10333,James Larson,M,9th,Hernandez High School,78,99
14952,Dylan Smith,M,11th,Wilson High School,78,99
16938,Stephanie Jackson,F,9th,Cabrera High School,78,99
17144,Michael Travis,M,12th,Cabrera High School,78,99
18612,Christina Mills,F,10th,Bailey High School,78,99
18668,Penny Nguyen,F,9th,Bailey High School,78,99
21928,Kristin Sloan,F,9th,Bailey High School,78,99
23244,David Krause,M,11th,Holden High School,78,99
23718,Patty Nichols,F,10th,Pena High School,78,99
23951,Melissa Coleman,F,11th,Pena High School,78,99
24261,Judy King,F,9th,Wright High School,78,99
25628,Haley Collins,F,9th,Wright High School,78,99
26851,Joshua Smith,M,9th,Rodriguez High School,78,99
31475,Steven Myers,M,10th,Johnson High School,78,99
31859,Mark White,M,10th,Johnson High School,78,99
32245,Matthew Williams,M,10th,Johnson High School,78,99
34074,Anthony Lee,M,10th,Johnson High School,78,99
38360,Stacey Rodriguez,F,9th,Thomas High School,78,99
38822,Ryan Barnes,M,10th,Thomas High School,78,99
3371,Nicholas Middleton,M,9th,Figueroa High School,77,99
3811,Amber Patel,F,12th,Figueroa High School,77,99
4703,Chelsea Vargas,F,9th,Figueroa High School,77,99
9310,Michele Austin,F,11th,Hernandez High School,77,99
9506,Christian Owen,M,12th,Hernandez High School,77,99
10683,Brenda Rowe,F,9th,Hernandez High School,77,99
11169,Travis Cervantes,M,12th,Hernandez High School,77,99
12480,Felicia Adams,F,10th,Griffin High School,77,99
14316,Marissa Roberts,F,11th,Wilson High School,77,99
15259,Susan Hansen,F,11th,Wilson High School,77,99
15451,Brian Powell III,M,9th,Wilson High School,77,99
16837,William Young,M,11th,Cabrera High School,77,99
19625,Taylor Reed,F,9th,Bailey High School,77,99
20299,Makayla Harris,F,10th,Bailey High School,77,99
21931,Todd Rose,M,11th,Bailey High School,77,99
22899,Katherine Brown,F,11th,Holden High School,77,99
24319,Carrie Wells,F,11th,Wright High School,77,99
24377,Sarah Jackson,F,11th,Wright High School,77,99
24844,Seth Schmitt,M,10th,Wright High School,77,99
25026,Rebecca Mitchell,F,10th,Wright High School,77,99
25071,Jonathan Choi,M,9th,Wright High School,77,99
25950,Shawna Lawrence,F,12th,Wright High School,77,99
35274,Patrick Best,M,12th,Ford High School,77,99
37118,Lori Nguyen,F,10th,Ford High School,77,99
38672,Lindsey Benson,F,11th,Thomas High School,77,99
1242,Joanne Davidson,F,12th,Huang High School,76,99
2504,Jeremy Miller,M,10th,Huang High School,76,99
4783,Jeffrey King,M,10th,Figueroa High School,76,99
6646,Charles Simpson,M,11th,Shelton High School,76,99
6736,Cassidy Collins,F,11th,Shelton High School,76,99
9741,Shannon Parsons,F,12th,Hernandez High School,76,99
10193,Arthur Perry,M,11th,Hernandez High School,76,99
12470,Richard Byrd,M,11th,Griffin High School,76,99
15856,Tracy Serrano,F,9th,Wilson High School,76,99
15911,Tammy Carter,F,10th,Wilson High School,76,99
16435,Christine Norris,F,11th,Cabrera High School,76,99
16601,David Gonzales,M,10th,Cabrera High School,76,99
16806,Lisa Kennedy,F,12th,Cabrera High School,76,99
17477,Patricia Rangel,F,12th,Cabrera High School,76,99
17642,Russell Hartman,M,9th,Cabrera High School,76,99
18647,Lisa Lang,F,11th,Bailey High School,76,99
20624,Tamara Potts,F,12th,Bailey High School,76,99
21502,Walter Moran,M,12th,Bailey High School,76,99
25528,Melanie Doyle,F,11th,Wright High School,76,99
25818,Andrew Snyder,M,10th,Wright High School,76,99
27774,Matthew Roberts,M,11th,Rodriguez High School,76,99
27819,Jaime Ryan,F,10th,Rodriguez High School,76,99
28646,Scott Caldwell,M,9th,Rodriguez High School,76,99
28920,Jessica Guerrero,F,11th,Rodriguez High School,76,99
31181,Kaitlyn Adams MD,F,9th,Johnson High School,76,99
32382,Amanda Hall,F,11th,Johnson High School,76,99
32868,Troy Monroe,M,10th,Johnson High School,76,99
37316,Donald Olson,M,11th,Ford High School,76,99
37442,William Burton,M,9th,Ford High School,76,99
37550,Patricia Diaz,F,9th,Thomas High School,76,99
37859,Wayne Gilbert,M,11th,Thomas High School,76,99
39140,Cheyenne Hernandez,F,9th,Thomas High School,76,99
677,William Rodriguez,M,11th,Huang High School,75,99
3788,Timothy Clark,M,11th,Figueroa High School,75,99
6447,Erika Smith,F,11th,Shelton High School,75,99
7250,Mike Robinson,M,12th,Shelton High School,75,99
9362,Jessica Mcgrath,F,9th,Hernandez High School,75,99
11603,Angela Banks,F,12th,Hernandez High School,75,99
11972,Benjamin Ward,M,12th,Hernandez High School,75,99
13890,David Erickson,M,10th,Wilson High School,75,99
14639,Sheila Watson,F,12th,Wilson High School,75,99
15935,Julia Matthews,F,10th,Wilson High School,75,99
18285,Nancy Alexander,F,12th,Bailey High School,75,99
19209,Chad Boyer,M,12th,Bailey High School,75,99
19924,Mark Hickman,M,10th,Bailey High School,75,99
23287,Kayla Medina,F,11th,Pena High School,75,99
23659,Brian Diaz,M,12th,Pena High School,75,99
24515,Eric Mata,M,11th,Wright High School,75,99
24913,Dr. Joyce Pace,F,9th,Wright High School,75,99
25000,Brian Mason,M,12th,Wright High School,75,99
27365,Cindy York,F,9th,Rodriguez High School,75,99
28122,Benjamin Williams,M,10th,Rodriguez High School,75,99
29406,Elizabeth Bell,F,10th,Rodriguez High School,75,99
29514,Derek Green,M,9th,Rodriguez High School,75,99
30643,Brady Smith,M,9th,Johnson High School,75,99
31462,Lisa Lee,F,9th,Johnson High School,75,99
32277,Anne Jenkins,F,10th,Johnson High School,75,99
32497,Marie Benson,F,10th,Johnson High School,75,99
32974,Christopher Hernandez,M,10th,Johnson High School,75,99
35844,Jesse Mercado,M,10th,Ford High School,75,99
37928,Jordan Vega,M,9th,Thomas High School,75,99
1745,Kimberly Sanchez,F,9th,Huang High School,74,99
1861,Kylie Torres,F,11th,Huang High School,74,99
3113,Mary Lowery,F,11th,Figueroa High School,74,99
3452,Kimberly Cunningham,F,12th,Figueroa High School,74,99
5989,Larry Powell,M,10th,Shelton High School,74,99
6225,Michael Bates,M,10th,Shelton High School,74,99
6413,Jonathan Roberts,M,9th,Shelton High School,74,99
6769,Paul Sheppard,M,12th,Shelton High School,74,99
6939,Michael White,M,10th,Shelton High School,74,99
7784,Jordan Cox,M,11th,Hernandez High School,74,99
8060,Sabrina Shepard,F,9th,Hernandez High School,74,99
8237,Tyrone Porter,M,11th,Hernandez High School,74,99
9839,Connor Johnson,M,11th,Hernandez High School,74,99
10478,Latoya Buchanan,F,10th,Hernandez High School,74,99
11937,Robert Gonzalez,M,10th,Hernandez High School,74,99
13348,Nicole Wall,F,9th,Griffin High School,74,99
16842,Kimberly Walker,F,11th,Cabrera High School,74,99
17133,Matthew Steele,M,11th,Cabrera High School,74,99
18188,Heidi Ashley,F,10th,Bailey High School,74,99
18609,Jamie Rodriguez,F,11th,Bailey High School,74,99
19517,Joel Williams,M,10th,Bailey High School,74,99
19918,Shannon Hayes,F,10th,Bailey High School,74,99
22787,Kristina Clayton,F,12th,Bailey High School,74,99
24964,Kathleen Wilson,F,11th,Wright High School,74,99
27544,Damon Petty,M,12th,Rodriguez High School,74,99
27689,Diane Perkins,F,12th,Rodriguez High School,74,99
28299,Catherine Ramirez,F,12th,Rodriguez High School,74,99
28914,Ryan Guzman,M,10th,Rodriguez High School,74,99
29954,William Smith DDS,M,12th,Rodriguez High School,74,99
31046,Adrienne Daniels,F,11th,Johnson High School,74,99
35360,Theodore Patel,M,11th,Ford High School,74,99
36758,Stacey Franklin,F,11th,Ford High School,74,99
36869,Jennifer Gilbert,F,9th,Ford High School,74,99
38991,Allen Goodwin DDS,M,11th,Thomas High School,74,99
4363,Douglas Smith,M,9th,Figueroa High School,73,99
4725,Bethany Simmons,F,11th,Figueroa High School,73,99
6026,Jason Torres,M,9th,Shelton High School,73,99
6261,Brady Richardson,M,12th,Shelton High School,73,99
6446,Christian Harvey,M,10th,Shelton High School,73,99
9242,Stephanie Turner,F,10th,Hernandez High School,73,99
10121,Rebecca Jennings,F,12th,Hernandez High School,73,99
11311,Michael Sims,M,9th,Hernandez High School,73,99
11606,Janice Ortega,F,10th,Hernandez High School,73,99
12429,Michelle Brooks,F,12th,Griffin High School,73,99
12873,Monique Silva,F,9th,Griffin High School,73,99
13146,Jill Collins,F,12th,Griffin High School,73,99
14513,Mrs. Megan Kaufman DVM,F,12th,Wilson High School,73,99
14879,Marcus Harris,M,12th,Wilson High School,73,99
15694,Tony Daniels,M,12th,Wilson High School,73,99
18592,Katie Wilcox,F,11th,Bailey High School,73,99
19004,April Gillespie,F,9th,Bailey High School,73,99
19429,Emily Allen,F,9th,Bailey High School,73,99
23254,Tim Nash,M,10th,Holden High School,73,99
23478,Chelsea Gray,F,10th,Pena High School,73,99
24502,David Greene,M,11th,Wright High School,73,99
25422,Stephanie Mendez,F,11th,Wright High School,73,99
26472,Christy Lang,F,9th,Rodriguez High School,73,99
27011,Michelle Watson,F,9th,Rodriguez High School,73,99
28713,Tracy Hayes,F,12th,Rodriguez High School,73,99
28838,Jessica Mcclain,F,12th,Rodriguez High School,73,99
29410,Thomas Taylor,M,9th,Rodriguez High School,73,99
30097,Barbara Austin,F,12th,Johnson High School,73,99
31117,Michael Fowler,M,10th,Johnson High School,73,99
32037,Kim Reynolds,F,10th,Johnson High School,73,99
32952,Nathaniel Frazier,M,10th,Johnson High School,73,99
34308,Ms. Amy Watson,F,12th,Johnson High School,73,99
34498,Justin Gaines,M,9th,Johnson High School,73,99
35936,Catherine Ferguson MD,F,9th,Ford High School,73,99
36943,Diana Thomas,F,10th,Ford High School,73,99
38145,Margaret Brown,F,9th,Thomas High School,73,99
38288,Laura Ramos,F,11th,Thomas High School,73,99
707,George Morgan,M,10th,Huang High School,72,99
2453,Joshua Jones,M,9th,Huang High School,72,99
3163,Joshua Salinas,M,9th,Figueroa High School,72,99
3734,Adrian Crane,M,12th,Figueroa High School,72,99
6235,Tracy Carrillo,F,12th,Shelton High School,72,99
6629,Angela Lindsey,F,9th,Shelton High School,72,99
7024,Andrew Peck,M,11th,Shelton High School,72,99
7543,Rebecca Oneal,F,9th,Shelton High School,72,99
8492,Howard Steele,M,9th,Hernandez High School,72,99
8714,Melissa Munoz,F,11th,Hernandez High School,72,99
10476,Russell Swanson,M,9th,Hernandez High School,72,99
12531,Christopher Payne,M,12th,Griffin High School,72,99
12800,Jeffrey Thomas,M,10th,Griffin High School,72,99
12911,Stephen Li,M,9th,Griffin High School,72,99
18858,Nancy Rosales,F,12th,Bailey High School,72,99
19804,Matthew Ho,M,10th,Bailey High School,72,99
22604,Heather Stephenson,F,11th,Bailey High School,72,99
22944,Robert Jones,M,11th,Holden High School,72,99
23698,Jennifer Joyce,F,12th,Pena High School,72,99
24260,Aaron Warner,M,10th,Wright High School,72,99
24445,Nicole Murphy,F,9th,Wright High School,72,99
24832,Jessica Thornton,F,10th,Wright High School,72,99
25381,Austin Pittman,M,11th,Wright High School,72,99
25618,Jonathan Turner,M,9th,Wright High School,72,99
26625,Amanda Acosta,F,9th,Rodriguez High School,72,99
27017,Kathleen Baker,F,11th,Rodriguez High School,72,99
28993,Kendra Collier,F,9th,Rodriguez High School,72,99
32193,Maria Adkins,F,11th,Johnson High School,72,99
33721,Kathryn Vasquez,F,10th,Johnson High School,72,99
36581,Nicole Bates,F,11th,Ford High School,72,99
39120,Megan Carson,F,11th,Thomas High School,72,99
876,Randy Mueller,M,9th,Huang High School,71,99
2304,Bailey Buchanan,F,12th,Huang High School,71,99
3192,Richard Martinez,M,10th,Figueroa High School,71,99
3689,Jessica Gonzalez,F,9th,Figueroa High School,71,99
5232,Jacob Morse,M,11th,Figueroa High School,71,99
8438,Ryan Gutierrez,M,11th,Hernandez High School,71,99
9736,Yolanda Lopez,F,12th,Hernandez High School,71,99
10127,Kim Gray,F,11th,Hernandez High School,71,99
10826,Melanie Heath,F,11th,Hernandez High School,71,99
12329,Carol Johnson,F,12th,Griffin High School,71,99
12552,Cathy Martinez,F,10th,Griffin High School,71,99
12875,Amy Jennings,F,10th,Griffin High School,71,99
13585,Todd Anderson,M,9th,Griffin High School,71,99
15289,Matthew Murray,M,12th,Wilson High School,71,99
15325,Eric Lee,M,9th,Wilson High School,71,99
16571,Loretta Woods,F,10th,Cabrera High School,71,99
17762,Hannah Ortiz,F,9th,Cabrera High School,71,99
20061,Cameron Cordova,M,9th,Bailey High School,71,99
21293,Christian Martin,M,10th,Bailey High School,71,99
23115,Christopher Rodriguez,M,9th,Holden High School,71,99
23250,Cassandra Rodriguez,F,11th,Holden High School,71,99
23418,Beverly Smith,F,12th,Pena High School,71,99
23436,Matthew Leach,M,9th,Pena High School,71,99
25604,Deanna Allen,F,9th,Wright High School,71,99
26361,Katherine Hunt,F,11th,Rodriguez High School,71,99
28179,David Walker,M,10th,Rodriguez High School,71,99
30129,Nicholas Parker,M,10th,Johnson High School,71,99
30156,Cynthia Porter,F,11th,Johnson High School,71,99
31031,Jennifer Hopkins,F,9th,Johnson High School,71,99
32130,Ronald Lee,M,12th,Johnson High School,71,99
32443,Thomas Bartlett,M,11th,Johnson High School,71,99
33198,Stephanie Morris,F,10th,Johnson High School,71,99
34115,Laura Kline,F,9th,Johnson High School,71,99
